customer_ID	AddressType	AddressLine1	AddressLine2	City	StateProvinceName	PostalCode	CountryRegionName
100174	Home	"100, rue Jean Mermoz"	NULL	Paris	Seine (Paris)	75002	France
100175	Home	"100, rue Maillard"	NULL	Roubaix	Nord	59100	France
100176	Home	1000 Bidweld Street	NULL	Haney	British Columbia	V2W 1W2	Canada
100177	Home	"1001, rue des Bouchers"	NULL	Paris	Seine (Paris)	75012	France
100178	Home	"1001bis, boulevard Saint Germain"	NULL	Roubaix	Nord	59100	France
100179	Home	1002 N. Spoonwood Court	NULL	Berkeley	California	94704	United States
100180	Home	1002 N. Spoonwood Court	NULL	Hervey Bay	Queensland	4655	Australia
100181	Home	1003 Matterhorn Ct	NULL	Lebanon	Oregon	97355	United States
100182	Home	"1004, rue des Bouchers"	NULL	Paris	Seine (Paris)	75019	France
100183	Home	1005 Fremont Street	NULL	Colma	California	94014	United States
100184	Home	1005 Matterhorn Ct.	NULL	Cambridge	England	CB4 4BZ	United Kingdom
100185	Home	1005 Matterhorn Ct.	NULL	Mill Valley	California	94941	United States
100186	Home	1005 Tanager Court	NULL	Corvallis	Oregon	97330	United States
100187	Home	1005 Tanager Court	NULL	Milsons Point	New South Wales	2061	Australia
100188	Home	1005 Valley Oak Plaza	NULL	Langley	British Columbia	V3A 4R2	Canada
100189	Home	1005 Valley Oak Plaza	NULL	London	England	SW6 SBY	United Kingdom
100190	Home	"1005, rue des Bouchers"	NULL	Colombes	Hauts de Seine	92700	France
100191	Home	"1005, rue des Bouchers"	NULL	Saint-Denis	Seine Saint Denis	93400	France
100192	Home	1006 Deercreek Ln	NULL	Bellflower	California	90706	United States
100193	Home	1006 Deercreek Ln	NULL	Torrance	California	90505	United States
100194	Home	1007 Cardinet Dr.	NULL	El Cajon	California	92020	United States
100195	Home	1008 Lydia Lane	NULL	Burbank	California	91502	United States
100196	Home	"1009, rue des Bouchers"	NULL	Colomiers	Garonne (Haute)	31770	France
100197	Home	101 Adobe Dr	NULL	Coffs Harbour	New South Wales	2450	Australia
100198	Home	101 Adobe Dr	NULL	Puyallup	Washington	98371	United States
100199	Home	"101, avenue de la Gare"	NULL	Peterborough	England	PB12	United Kingdom
100200	Home	"101, avenue de la Gare"	NULL	Roissy en Brie	Seine et Marne	77680	France
100201	Home	"101, avenue des Champs-Elysées"	NULL	Colombes	Hauts de Seine	92700	France
100202	Home	"101, avenue Reille"	NULL	Versailles	Yveline	78000	France
100203	Home	"101, rue de Cambrai"	NULL	Roubaix	Nord	59100	France
100204	Home	"101, rue de Terre Neuve"	NULL	Paris	Seine (Paris)	75010	France
100205	Home	"101, rue Léo Delibes"	NULL	Paris	Seine (Paris)	75009	France
100206	Home	"1010, avenue de l´ Union Centrale"	NULL	Saint Germain en Laye	Yveline	78100	France
100207	Home	"1010, impasse Notre-Dame"	NULL	Orleans	Loiret	45000	France
100208	Home	1011 Green St.	NULL	Bellingham	Washington	98225	United States
100209	Home	1011 Yolanda Circle	NULL	Berkeley	California	94704	United States
100210	Home	1011 Yolanda Circle	NULL	N. Vancouver	British Columbia	V7L 4J4	Canada
100211	Home	"1011, avenue Foch"	NULL	Pantin	Seine Saint Denis	93500	France
100212	Home	1013 Buchanan Rd	NULL	Port Macquarie	New South Wales	2444	Australia
100213	Home	1013 Buchanan Rd	NULL	Yakima	Washington	98901	United States
100214	Home	1013 Holiday Hills Dr.	NULL	Bremerton	Washington	98312	United States
100215	Home	1013 Holiday Hills Dr.	NULL	Gateshead	England	GA10	United Kingdom
100216	Home	1015 Lynwood Drive	NULL	Metchosin	British Columbia	V9	Canada
100217	Home	1016 Park Avenue	NULL	Burbank	California	91502	United States
100218	Home	1019 Book Road	NULL	Rhodes	New South Wales	2138	Australia
100219	Home	1019 Buchanan Road	NULL	Woodland Hills	California	91364	United States
100220	Home	1019 Candy Rd.	NULL	Coffs Harbour	New South Wales	2450	Australia
100221	Home	1019 Carletto Drive	NULL	Berkeley	California	94704	United States
100222	Home	1019 Chance Drive	NULL	Sedro Woolley	Washington	98284	United States
100223	Home	1019 Kenwal Rd.	NULL	Lake Oswego	Oregon	97034	United States
100224	Home	1019 Mt. Davidson Court	NULL	Burien	Washington	98168	United States
100225	Home	1019 Mt. Davidson Court	NULL	London	England	SW8 4BG	United Kingdom
100226	Home	1019 Pennsylvania Blvd	NULL	Marysville	Washington	98270	United States
100227	Home	102 Vista Place	NULL	Milton Keynes	England	MK8 8DF	United Kingdom
100228	Home	102 Vista Place	NULL	Santa Monica	California	90401	United States
100229	Home	"102, rue de Berri"	NULL	Les Ulis	Essonne	91940	France
100230	Home	1020 Book Road	NULL	Bremerton	Washington	98312	United States
100231	Home	1020 Carletto Drive	NULL	Matraville	New South Wales	2036	Australia
100232	Home	1020 Carletto Drive	NULL	Santa Cruz	California	95062	United States
100233	Home	"1020, quai de Grenelle"	NULL	Croix	Nord	59170	France
100234	Home	"1020, quai de Grenelle"	NULL	Versailles	Yveline	78000	France
100235	Home	1023 Hawkins Street	NULL	Lebanon	Oregon	97355	United States
100236	Home	1023 Hawkins Street	NULL	Townsville	Queensland	4810	Australia
100237	Home	1023 Riveria Way	NULL	Burbank	California	91502	United States
100238	Home	1023 Riviera Way	NULL	Oxford	England	OX1	United Kingdom
100239	Home	1024 Walnut Blvd.	NULL	Colma	California	94014	United States
100240	Home	1025 Holly Oak Drive	NULL	Leeds	England	LE18	United Kingdom
100241	Home	1025 R St.	NULL	Kirkland	Washington	98033	United States
100242	Home	1025 Yosemite Dr.	NULL	Oregon City	Oregon	97045	United States
100243	Home	1025 Yosemite Dr.	NULL	Townsville	Queensland	4810	Australia
100244	Home	"10257, avenue de l´Europe"	NULL	Saint-Denis	Seine Saint Denis	93400	France
100245	Home	1026 Mt. Wilson Pl.	NULL	Lynnwood	Washington	98036	United States
100246	Home	1026 Mt. Wilson Pl.	NULL	South Melbourne	Victoria	3205	Australia
100247	Home	1028 Green View Court	NULL	Chula Vista	California	91910	United States
100248	Home	1028 Green View Court	NULL	Oregon City	Oregon	97045	United States
100249	Home	1028 Indigo Ct.	NULL	Issaquah	Washington	98027	United States
100250	Home	1028 Indigo Ct.	NULL	Warrnambool	Victoria	3280	Australia
100251	Home	1028 Royal Oak Rd.	NULL	Burlingame	California	94010	United States
100252	Home	1029 Birchwood Dr	NULL	Burien	Washington	98168	United States
100253	Home	1029 Birchwood Dr	NULL	Olympia	Washington	98501	United States
100254	Home	"103, avenue des Champs-Elysées"	NULL	Paris La Defense	Hauts de Seine	92081	France
100255	Home	"103, rue de Fontfroide"	NULL	Lille	Nord	59000	France
100256	Home	1030 Ambush Dr.	NULL	Bury	England	PE17	United Kingdom
100257	Home	1032 Buena Vista	NULL	North Ryde	New South Wales	2113	Australia
100258	Home	1032 Coats Road	NULL	Stoke-on-Trent	England	AS23	United Kingdom
100259	Home	1032 Cowell Road	NULL	Colombes	Hauts de Seine	92700	France
100260	Home	1035 Arguello Blvd.	NULL	San Diego	California	92102	United States
100261	Home	"1035, boulevard du Montparnasse"	NULL	Paris	Seine (Paris)	75002	France
100262	Home	1036 Mason Dr	NULL	Port Orchard	Washington	98366	United States
100263	Home	1037 Hayes Court	NULL	Stoke-on-Trent	England	AS23	United Kingdom
100264	Home	1039 Adelaide St.	NULL	Port Macquarie	New South Wales	2444	Australia
100265	Home	1039 Adelaide St.	NULL	West Covina	California	91791	United States
100266	Home	"1039, rue Mazagran"	NULL	Drancy	Seine Saint Denis	93700	France
100267	Home	104 Hilltop Dr.	NULL	Concord	California	94519	United States
100268	Home	104 Hilltop Dr.	NULL	Springwood	New South Wales	2777	Australia
100269	Home	104 Kaski Ln.	NULL	Portland	Oregon	97205	United States
100270	Home	1040 Greenbush Drive	NULL	Newton	British Columbia	V2L3W8	Canada
100271	Home	1040 Greenbush Drive	NULL	Silverwater	New South Wales	2264	Australia
100272	Home	1040 Northridge Road	NULL	London	England	W1X3SE	United Kingdom
100273	Home	1040 Northridge Road	NULL	Woodland Hills	California	91364	United States
100274	Home	1042 Hooftrail Way	NULL	Newcastle	New South Wales	2300	Australia
100275	Home	1044 San Carlos	NULL	Cincinnati	Ohio	45202	United States
100276	Home	1045 Lolita Drive	NULL	Torrance	California	90505	United States
100277	Home	1045 Lolita Drive	NULL	Townsville	Queensland	4810	Australia
100278	Home	1046 Cloverleaf Circle	NULL	Shawnee	British Columbia	V8Z 4N5	Canada
100279	Home	1046 San Carlos Avenue	NULL	Colma	California	94014	United States
100280	Home	1047 Las Quebradas Lane	NULL	North Sydney	New South Wales	2055	Australia
100281	Home	1047 Las Quebradas Lane	NULL	Oak Bay	British Columbia	V8P	Canada
100282	Home	1048 Burwood Way	NULL	Haney	British Columbia	V2W 1W2	Canada
100283	Home	1048 Burwood Way	NULL	Hervey Bay	Queensland	4655	Australia
100284	Home	1048 Las Quebradas Lane	NULL	Walla Walla	Washington	99362	United States
100285	Home	1048 Las Quebradas Lane	NULL	Wollongong	New South Wales	2500	Australia
100286	Home	105 Clark Creek Lane	NULL	Port Macquarie	New South Wales	2444	Australia
100287	Home	105 Woodruff Ln.	NULL	Bellingham	Washington	98225	United States
100288	Home	105 Woodruff Ln.	NULL	Oakland	California	94611	United States
100289	Home	1050 Creed Ave	NULL	Lebanon	Oregon	97355	United States
100290	Home	1050 Creed Ave	NULL	London	England	W10 6BL	United Kingdom
100291	Home	1050 Greenhills Circle	NULL	Lane Cove	New South Wales	1597	Australia
100292	Home	1050 Greenhills Circle	NULL	Langley	British Columbia	V3A 4R2	Canada
100293	Home	1052 Stanford Street	NULL	El Cajon	California	92020	United States
100294	Home	1053 Rain Drop Circle	NULL	Warrnambool	Victoria	3280	Australia
100295	Home	1054 Vine Circle	NULL	Burbank	California	91502	United States
100296	Home	1054 Vloching Circle	NULL	York	England	Y024 1GF	United Kingdom
100297	Home	1055 Horseshoe Road	NULL	London	England	SW1P 2NU	United Kingdom
100298	Home	"1055, rue Basse-du-Rocher"	NULL	Paris	Seine (Paris)	75009	France
100299	Home	"10570, rue Lamarck"	NULL	Saint Germain en Laye	Yveline	78100	France
100300	Home	"10571, rue de Varenne"	NULL	Lieusaint	Seine et Marne	77127	France
100301	Home	1058 Kirker Pass Road	NULL	Bendigo	Victoria	3550	Australia
100302	Home	1058 Kirker Pass Road	NULL	Westminster	British Columbia	V3L 1H4	Canada
100303	Home	1058 Miwok Way	NULL	Bellingham	Washington	98225	United States
100304	Home	1058 Park Blvd.	NULL	Woodburn	Oregon	97071	United States
100305	Home	1059 Delta Fair Blvd.	NULL	Port Hammond	British Columbia	V6B 3P7	Canada
100306	Home	1059 Kirkwood Ct	NULL	W. York	England	BD1 4SJ	United Kingdom
100307	Home	1059 Stonewood Ct	NULL	Glendale	California	91203	United States
100308	Home	1060 Mcelroy Court	NULL	Burbank	California	91502	United States
100309	Home	1060 Mcelroy Court	NULL	South Melbourne	Victoria	3205	Australia
100310	Home	1061 Buskrik Avenue	NULL	Coronado	California	92118	United States
100311	Home	1061 Carzino Ct	NULL	Bracknell	England	RG12 8TB	United Kingdom
100312	Home	1061 Carzino Ct	NULL	Kirkby	England	KB9	United Kingdom
100313	Home	1061 Delta Fair Blvd.	NULL	Bremerton	Washington	98312	United States
100314	Home	1061 Delta Fair Blvd.	NULL	Milwaukie	Oregon	97222	United States
100315	Home	1063 Pinehurst Court	NULL	Lakewood	California	90712	United States
100316	Home	1063 Pinehurst Court	NULL	Oxford	England	OX1	United Kingdom
100317	Home	1064 Almond Drive	NULL	Warrington	England	WA3 7BH	United Kingdom
100318	Home	1064 Armstrong Rd.	NULL	Langley	British Columbia	V3A 4R2	Canada
100319	Home	1064 Armstrong Rd.	NULL	South Melbourne	Victoria	3205	Australia
100320	Home	1064 Diver Way	NULL	Spring Valley	California	91977	United States
100321	Home	1064 Slavio	NULL	Lebanon	Oregon	97355	United States
100322	Home	1064 William Way	NULL	Darlinghurst	New South Wales	2010	Australia
100323	Home	1064 William Way	NULL	Woodland Hills	California	91364	United States
100324	Home	1065 Almond St.	NULL	Maidenhead	England	SL67RJ	United Kingdom
100325	Home	1065 Almond St.	NULL	Santa Cruz	California	95062	United States
100326	Home	1065 Coachman Pl.	NULL	Burien	Washington	98168	United States
100327	Home	1065 Coachman Pl.	NULL	Wollongong	New South Wales	2500	Australia
100328	Home	1068 N Sweetbriar Court	NULL	La Jolla	California	92806	United States
100329	Home	1069 Ahwanee Lane	NULL	Daly City	California	94015	United States
100330	Home	1069 Ahwanee Lane	NULL	North Ryde	New South Wales	2113	Australia
100331	Home	1069 Bynum Way	NULL	Puyallup	Washington	98371	United States
100332	Home	1069 Central Blvd.	NULL	Hobart	Tasmania	7001	Australia
100333	Home	"1069, boulevard du Montparnasse"	NULL	Paris	Seine (Paris)	75002	France
100334	Home	107 Woodside Court	NULL	Glendale	California	91203	United States
100335	Home	"107, rue des Bouchers"	NULL	Chatou	Yveline	78400	France
100336	Home	1071 Stanz Grace St.	NULL	Chula Vista	California	91910	United States
100337	Home	1073 Bonnie Lane	NULL	Port Macquarie	New South Wales	2444	Australia
100338	Home	1074 Lori Drive	NULL	Lake Oswego	Oregon	97034	United States
100339	Home	1075 San Miguel Circle	NULL	Oxford	England	OX1	United Kingdom
100340	Home	1077 Laurel Drive	NULL	Bellingham	Washington	98225	United States
100341	Home	1077 Laurel Drive	NULL	Long Beach	California	90802	United States
100342	Home	1077 Pheasant Drive	NULL	Downey	California	90241	United States
100343	Home	1077 Willow Court	NULL	Burbank	California	91502	United States
100344	Home	1077 Willow Court	NULL	Imperial Beach	California	91932	United States
100345	Home	1078 Aloe Vera Road	NULL	Beaverton	Oregon	97005	United States
100346	Home	108 Lakeside Court	NULL	Corvallis	Oregon	97330	United States
100347	Home	1080 Crestwood Circle	NULL	Metchosin	British Columbia	V9	Canada
100348	Home	1080 Crestwood Circle	NULL	Rockhampton	Queensland	4700	Australia
100349	Home	"1080, quai de Grenelle"	NULL	Saint Ouen	Charente-Maritime	17490	France
100350	Home	1082 Crivello Avenue	NULL	Cranbourne	Victoria	3977	Australia
100351	Home	1082 Crivello Avenue	NULL	Glendale	California	91203	United States
100352	Home	1082 Selena Court	NULL	Reading	England	RG7 5H7	United Kingdom
100353	Home	1082 Selena Court	NULL	Runcorn	England	TY31	United Kingdom
100354	Home	1083 W. Hook Road	NULL	Los Angeles	California	90012	United States
100355	Home	1083 W. Hookston Road	NULL	Chantilly	Virginia	20151	United States
100356	Home	1084 Meadow Glen Way	NULL	Chula Vista	California	91910	United States
100357	Home	1084 Meadow Glen Way	NULL	Oxford	England	OX14 4SE	United Kingdom
100358	Home	1085 Ash Lane	NULL	London	England	W1N 9FA	United Kingdom
100359	Home	1085 Ash Lane	NULL	Spokane	Washington	99202	United States
100360	Home	1085 Greenbelt Way	Unit B-105	Los Angeles	California	90012	United States
100361	Home	1086 Ash Lane	NULL	National City	California	91950	United States
100362	Home	1086 Clayton Road	NULL	Berks	England	SL4 1RH	United Kingdom
100363	Home	1086 Clayton Road	NULL	Portland	Oregon	97205	United States
100364	Home	1086 Rose Dr.	NULL	Olympia	Washington	98501	United States
100365	Home	1087 Knollview Court	NULL	Novato	California	94947	United States
100366	Home	1087 Park Tree Ct.	NULL	Goulburn	New South Wales	2580	Australia
100367	Home	1088 Ash Lane	NULL	Bury	England	PE17	United Kingdom
100368	Home	1088 Ash Lane	NULL	Hawthorne	Queensland	4171	Australia
100369	Home	109 Clay Road	NULL	Hervey Bay	Queensland	4655	Australia
100370	Home	109 Clayton Road	NULL	London	England	W1N 9FA	United Kingdom
100371	Home	"109, avenue des Ternes"	NULL	Les Ulis	Essonne	91940	France
100372	Home	1090 El Dorado Way	NULL	Vancouver	British Columbia	V7L 4J4	Canada
100373	Home	"1090, quai de Grenelle"	NULL	Paris	Seine (Paris)	75012	France
100374	Home	1091 Bloching Circle	NULL	Lemon Grove	California	91945	United States
100375	Home	1092 Boxer Blvd	NULL	Port Hammond	British Columbia	V6B 3P7	Canada
100376	Home	1092 Pinole Valley Rd.	NULL	Oakland	California	94611	United States
100377	Home	1093 Gatter Court	NULL	San Gabriel	California	91776	United States
100378	Home	1093 Via Romero	NULL	San Diego	California	92102	United States
100379	Home	1094 Loveridge Circle	NULL	Beaverton	Oregon	97005	United States
100380	Home	1094 Loveridge Circle	NULL	Oregon City	Oregon	97045	United States
100381	Home	1095 Collins Drive	NULL	Runcorn	England	TY31	United Kingdom
100382	Home	1095 Collins Drive	NULL	Seaford	Victoria	3198	Australia
100383	Home	1097 Kulani Lane	NULL	Kirkland	Washington	98033	United States
100384	Home	1097 Kulani Lane	NULL	London	England	SW19 3RU	United Kingdom
100385	Home	1098 Lawton Street	NULL	Peterborough	England	PB12	United Kingdom
100386	Home	1098 Lawton Street	NULL	Spokane	Washington	99202	United States
100387	Home	1099 C Street	NULL	Langley	British Columbia	V3A 4R2	Canada
100388	Home	1099 C Street	NULL	London	England	SW1P 2NU	United Kingdom
100389	Home	1099 Catalpa Court	NULL	Redmond	Washington	98052	United States
100390	Home	"10bis, rue des Peupliers"	NULL	Les Ulis	Essonne	91940	France
100391	Home	11 Sunrise Drive	NULL	Darlinghurst	New South Wales	2010	Australia
100392	Home	11 Sunrise Drive	NULL	Mill Valley	California	94941	United States
100393	Home	"11, allée des Princes"	NULL	Colombes	Hauts de Seine	92700	France
100394	Home	"11, avenue de la Gare"	NULL	Lieusaint	Seine et Marne	77127	France
100395	Home	"11, avenue de la Gare"	NULL	Saint Ouen	Charente-Maritime	17490	France
100396	Home	"11, avenue du Port"	NULL	Paris	Seine (Paris)	75016	France
100397	Home	"11, avenue du Président-Kennedy"	NULL	Bobigny	Seine Saint Denis	93000	France
100398	Home	"11, avenue du Président-Kennedy"	NULL	Morangis	Essonne	91420	France
100399	Home	"11, avenue du Président-Kennedy"	NULL	Paris	Seine (Paris)	75007	France
100400	Home	"11, avenue du Président-Kennedy"	NULL	Paris La Defense	Hauts de Seine	92081	France
100401	Home	"11, avenue du Président-Kennedy"	NULL	Roubaix	Nord	59100	France
100402	Home	"11, avenue du Président-Kennedy"	NULL	Saint-Denis	Seine Saint Denis	93400	France
100403	Home	"11, avenue du Président-Kennedy"	NULL	Verrieres Le Buisson	Essonne	91370	France
100404	Home	"11, boulevard Tremblay"	NULL	Saint Germain en Laye	Yveline	78100	France
100405	Home	"11, place de la République"	NULL	Paris	Seine (Paris)	75016	France
100406	Home	"11, quai de l´ Iton"	NULL	Bobigny	Seine Saint Denis	93000	France
100407	Home	"11, quai de l´ Iton"	NULL	Chatou	Yveline	78400	France
100408	Home	"11, quai de l´ Iton"	NULL	Courbevoie	Hauts de Seine	92400	France
100409	Home	"11, quai de l´ Iton"	NULL	Lille	Nord	59000	France
100410	Home	"11, quai de l´ Iton"	NULL	Pantin	Seine Saint Denis	93500	France
100411	Home	"11, quai de l´ Iton"	NULL	Paris	Seine (Paris)	75002	France
100412	Home	"11, quai de l´ Iton"	NULL	Paris	Seine (Paris)	75005	France
100413	Home	"11, quai de l´ Iton"	NULL	Roissy en Brie	Seine et Marne	77680	France
100414	Home	"11, quai de l´ Iton"	NULL	Saint Ouen	Charente-Maritime	17490	France
100415	Home	"11, rue de Cambrai"	NULL	Boulogne-Billancourt	Hauts de Seine	92100	France
100416	Home	"11, rue de Cambrai"	NULL	Orly	Val de Marne	94310	France
100417	Home	"11, rue de Cambrai"	NULL	Paris	Seine (Paris)	75019	France
100418	Home	"11, rue de la Cavalerie"	NULL	Esher-Molesey	England	EM15	United Kingdom
100419	Home	"11, rue de l'Espace De Schengen"	NULL	Boulogne-Billancourt	Hauts de Seine	92100	France
100420	Home	"11, rue de l'Espace De Schengen"	NULL	Paris	Seine (Paris)	75007	France
100421	Home	"11, rue de l'Espace De Schengen"	NULL	Roncq	Nord	59223	France
100422	Home	"11, rue de l'Espace De Schengen"	NULL	Saint Ouen	Somme	80610	France
100423	Home	"11, rue de l'Espace De Schengen"	NULL	Verrieres Le Buisson	Essonne	91370	France
100424	Home	"11, rue de Maubeuge"	NULL	Metz	Moselle	57000	France
100425	Home	"11, rue de Maubeuge"	NULL	Saint Germain en Laye	Yveline	78100	France
100426	Home	"11, rue de Terre Neuve"	NULL	Lieusaint	Seine et Marne	77127	France
100427	Home	"11, rue de Terre Neuve"	NULL	Villeneuve-d'Ascq	Nord	59491	France
100428	Home	"11, rue Descartes"	NULL	Saint-Denis	Seine Saint Denis	93400	France
100429	Home	"11, rue Descartes"	NULL	Versailles	Yveline	78000	France
100430	Home	"11, rue du Départ"	NULL	Sèvres	Hauts de Seine	92310	France
100431	Home	"11, rue du Puits Dixme"	NULL	Colombes	Hauts de Seine	92700	France
100432	Home	"11, rue du Puits Dixme"	NULL	Courbevoie	Hauts de Seine	92400	France
100433	Home	"11, rue du Puits Dixme"	NULL	Drancy	Seine Saint Denis	93700	France
100434	Home	"11, rue du Puits Dixme"	NULL	Orleans	Loiret	45000	France
100435	Home	"11, rue du Puits Dixme"	NULL	Orly	Val de Marne	94310	France
100436	Home	"11, rue du Puits Dixme"	NULL	Paris	Seine (Paris)	75007	France
100437	Home	"11, rue du Puits Dixme"	NULL	Paris	Seine (Paris)	75013	France
100438	Home	"11, rue Henri Gagnon"	NULL	Roissy en Brie	Seine et Marne	77680	France
100439	Home	"11, rue Philibert-Delorme"	NULL	Metz	Moselle	57000	France
100440	Home	"11, rue Saint Denis"	NULL	Drancy	Seine Saint Denis	93700	France
100441	Home	"11, rue Saint Denis"	NULL	Saint Germain en Laye	Yveline	78100	France
